,year,ceremony,award_En,award_Ch,movie_En,movie_Ch,wonOscar
1858,1946,18,"Best Short Film, Animated",最佳动画短片,with Feathers,Life,0
1859,1946,18,"Best Short Subject, Two-reel",最佳两本实景短片,Star in the Night,夜空之星,1
1860,1946,18,"Best Short Subject, Two-reel",最佳两本实景短片,Little Witch,The,0
1861,1946,18,"Best Short Subject, Two-reel",最佳两本实景短片,Jury Goes Round 'n' Round,The,0
1862,1946,18,"Best Short Subject, Two-reel",最佳两本实景短片,Gun in His Hand,A,0
1863,1946,18,"Best Short Subject, One-reel",最佳单本实景短片,Stairway to Light,静静的请求,1
1864,1946,18,"Best Short Subject, One-reel",最佳单本实景短片,Rhapsody,White,0
1865,1946,18,"Best Short Subject, One-reel",最佳单本实景短片,the Rainbow Trail,Along,0
1866,1946,18,"Best Short Subject, One-reel",最佳单本实景短片,"Snapshots Series 25, No. 1: 25th Anniversary",Screen,0
1867,1946,18,"Best Short Subject, One-reel",最佳单本实景短片,of a Dog,Story,0
1868,1946,18,"Best Short Subject, One-reel",最佳单本实景短片,National Gallery,Your,0
1869,1946,18,"Best Documentary, Short Subjects",最佳纪录短片,Hitler Lives,希特勒生活纪实,1
1870,1946,18,"Best Documentary, Short Subjects",最佳纪录短片,To the Shores of Iwo Jima,在硫磺岛海岸,0
1871,1946,18,"Best Documentary, Short Subjects",最佳纪录短片,of Congress,Library,0
1872,1947,19,Best Motion Picture of the Year,最佳影片,The Best Years of Our Lives,黄金时代,1
1873,1947,19,Best Motion Picture of the Year,最佳影片,It's a Wonderful Life,生活多美好,0
1874,1947,19,Best Motion Picture of the Year,最佳影片,The Yearling,鹿苑长春,0
1875,1947,19,Best Motion Picture of the Year,最佳影片,Henry V,亨利五世,0
1876,1947,19,Best Motion Picture of the Year,最佳影片,The Razor's Edge,刀锋,0
1877,1947,19,Best Achievement in Directing,最佳导演,William Wyler,威廉·惠勒,1
1878,1947,19,Best Achievement in Directing,最佳导演,Frank Capra,弗兰克·卡普拉,0
1879,1947,19,Best Achievement in Directing,最佳导演,David Lean,大卫·里恩,0
1880,1947,19,Best Achievement in Directing,最佳导演,Clarence Brown,克拉伦斯·布朗,0
1881,1947,19,Best Achievement in Directing,最佳导演,Robert Siodmak,罗伯特·西奥德梅克,0
1882,1947,19,Best Performance by an Actor in a Leading Role,最佳男主角,Fredric March,弗雷德里克·马奇,1
1883,1947,19,Best Performance by an Actor in a Leading Role,最佳男主角,Larry Parks,拉里·帕克斯,0
1884,1947,19,Best Performance by an Actor in a Leading Role,最佳男主角,James Stewart,詹姆斯·斯图尔特,0
1885,1947,19,Best Performance by an Actor in a Leading Role,最佳男主角,Gregory Peck,格利高里·派克,0
1886,1947,19,Best Performance by an Actor in a Leading Role,最佳男主角,Laurence Olivier,劳伦斯·奥利弗,0
1887,1947,19,Best Performance by an Actress in a Leading Role,最佳女主角,Olivia de Havilland,奥利维娅·德哈维兰,1
1888,1947,19,Best Performance by an Actress in a Leading Role,最佳女主角,Celia Johnson,西莉亚·约翰逊,0
1889,1947,19,Best Performance by an Actress in a Leading Role,最佳女主角,Jennifer Jones,珍妮弗·琼斯,0
1890,1947,19,Best Performance by an Actress in a Leading Role,最佳女主角,Jane Wyman,简·怀曼,0
1891,1947,19,Best Performance by an Actress in a Leading Role,最佳女主角,Rosalind Russell,罗莎琳德·拉塞尔,0
1892,1947,19,Best Performance by an Actor in a Supporting Role,最佳男配角,Harold Russell,哈罗德·拉塞尔,1
1893,1947,19,Best Performance by an Actor in a Supporting Role,最佳男配角,William Demarest,威廉·德马雷斯特,0
1894,1947,19,Best Performance by an Actor in a Supporting Role,最佳男配角,Charles Coburn,查尔斯·科本,0
1895,1947,19,Best Performance by an Actor in a Supporting Role,最佳男配角,Clifton Webb,克利夫顿·韦伯,0
1896,1947,19,Best Performance by an Actor in a Supporting Role,最佳男配角,Claude Rains,克劳德·雷恩斯,0
1897,1947,19,Best Performance by an Actress in a Supporting Role,最佳女配角,Anne Baxter,安妮·巴克斯特,1
1898,1947,19,Best Performance by an Actress in a Supporting Role,最佳女配角,Gale Sondergaard,盖尔·桑德加德,0
1899,1947,19,Best Performance by an Actress in a Supporting Role,最佳女配角,Flora Robson,弗劳拉·罗博森,0
1900,1947,19,Best Performance by an Actress in a Supporting Role,最佳女配角,Lillian Gish,丽莲·吉许,0
1901,1947,19,Best Performance by an Actress in a Supporting Role,最佳女配角,Ethel Barrymore,埃塞尔·巴里摩尔,0
1902,1947,19,"Best Writing, Original Screenplay",最佳原创剧本,The Seventh Veil,七重心,1
1903,1947,19,"Best Writing, Original Screenplay",最佳原创剧本,Road to Utopia,乌托邦之路,0
1904,1947,19,"Best Writing, Original Screenplay",最佳原创剧本,The Blue Dahlia,蓝色大丽花,0
1905,1947,19,"Best Writing, Original Screenplay",最佳原创剧本,Les enfants du paradis,天堂的孩子,0
1906,1947,19,"Best Writing, Original Screenplay",最佳原创剧本,Notorious,美人计,0
1907,1947,19,"Best Writing, Original Story",最佳原创故事,Perfect Strangers,完美的陌生人,1
1908,1947,19,"Best Writing, Original Story",最佳原创故事,The Stranger,陌生人,0
1909,1947,19,"Best Writing, Original Story",最佳原创故事,To Each His Own,风流种子,0
1910,1947,19,"Best Writing, Original Story",最佳原创故事,The Strange Love of Martha Ivers,奇爱疑云,0
1911,1947,19,"Best Writing, Original Story",最佳原创故事,The Dark Mirror,阴阳镜,0
1912,1947,19,"Best Writing, Screenplay",最佳编剧,The Best Years of Our Lives,黄金时代,1
1913,1947,19,"Best Writing, Screenplay",最佳编剧,Anna and the King of Siam,安娜与暹罗王,0
1914,1947,19,"Best Writing, Screenplay",最佳编剧,Brief Encounter,相见恨晚,0
1915,1947,19,"Best Writing, Screenplay",最佳编剧,"Roma, città aperta",罗马，不设防的城市,0
1916,1947,19,"Best Writing, Screenplay",最佳编剧,The Killers,绣巾蒙面盗,0
1917,1947,19,"Best Cinematography, Color",彩色片最佳摄影,The Yearling,鹿苑长春,1
1918,1947,19,"Best Cinematography, Color",彩色片最佳摄影,The Jolson Story,一代歌王,0
1919,1947,19,"Best Cinematography, Black-and-White",黑白片最佳摄影,Anna and the King of Siam,安娜与暹罗王,1
1920,1947,19,"Best Cinematography, Black-and-White",黑白片最佳摄影,The Green Years,黛绿年华,0
1921,1947,19,Best Achievement in Film Editing,最佳剪辑,The Best Years of Our Lives,黄金时代,1
1922,1947,19,Best Achievement in Film Editing,最佳剪辑,The Jolson Story,一代歌王,0
1923,1947,19,Best Achievement in Film Editing,最佳剪辑,It's a Wonderful Life,生活多美好,0
1924,1947,19,Best Achievement in Film Editing,最佳剪辑,The Yearling,鹿苑长春,0
1925,1947,19,Best Achievement in Film Editing,最佳剪辑,The Killers,绣巾蒙面盗,0
1926,1947,19,"Best Effects, Special Effects",最佳特效,Blithe Spirit,欢乐的精灵,1
1927,1947,19,"Best Effects, Special Effects",最佳特效,A Stolen Life,偷生,0
1928,1947,19,"Best Sound, Recording",最佳录音,The Jolson Story,一代歌王,1
1929,1947,19,"Best Sound, Recording",最佳录音,It's a Wonderful Life,生活多美好,0
1930,1947,19,"Best Sound, Recording",最佳录音,The Best Years of Our Lives,黄金时代,0
1931,1947,19,"Best Art Direction-Interior Decoration, Black-and-White",黑白片最佳艺术指导和室内布景,Anna and the King of Siam,安娜与暹罗王,1
1932,1947,19,"Best Art Direction-Interior Decoration, Black-and-White",黑白片最佳艺术指导和室内布景,The Razor's Edge,刀锋,0
1933,1947,19,"Best Art Direction-Interior Decoration, Black-and-White",黑白片最佳艺术指导和室内布景,Kitty,风流贵妇,0
1934,1947,19,"Best Art Direction-Interior Decoration, Color",彩色片最佳艺术指导和室内布景,The Yearling,鹿苑长春,1
1935,1947,19,"Best Art Direction-Interior Decoration, Color",彩色片最佳艺术指导和室内布景,Henry V,亨利五世,0
1936,1947,19,"Best Art Direction-Interior Decoration, Color",彩色片最佳艺术指导和室内布景,Caesar and Cleopatra,凯撒与克里奥佩特拉,0
1937,1947,19,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,The Jolson Story,一代歌王,1
1938,1947,19,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,The Harvey Girls,哈维姑娘,0
1939,1947,19,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Blue Skies,碧云天,0
1940,1947,19,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Centennial Summer,百年好合,0
1941,1947,19,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Night and Day,日日夜夜,0
1942,1947,19,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,The Best Years of Our Lives,黄金时代,1
1943,1947,19,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Anna and the King of Siam,安娜与暹罗王,0
1944,1947,19,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Henry V,亨利五世,0
1945,1947,19,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Humoresque,银海香魂,0
1946,1947,19,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,The Killers,绣巾蒙面盗,0
1947,1947,19,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Harvey Girls,哈维姑娘,1
1948,1947,19,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Dolly Sisters,桃丽姐妹,0
1949,1947,19,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Blue Skies,碧云天,0
1950,1947,19,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Centennial Summer,百年好合,0
1951,1947,19,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Canyon Passage,峡谷航道,0
1952,1947,19,"Best Short Film, Animated",最佳动画短片,The Cat Concerto,猫的协奏曲,1
1953,1947,19,"Best Short Film, Animated",最佳动画短片,Walky Talky Hawky,鸡飞狗跳小鹰到,0
1954,1947,19,"Best Short Film, Animated",最佳动画短片,Musical Moments from Chopin,肖邦音乐时光,0
1955,1947,19,"Best Short Film, Animated",最佳动画短片,Squatter's Rights,不动产权,0
1956,1947,19,"Best Short Film, Animated",最佳动画短片,Henry and the Inky-Poo,John,0
1957,1947,19,"Best Short Subject, Two-reel",最佳两本实景短片,A Boy and His Dog,男孩与他的狗,1
1958,1947,19,"Best Short Subject, Two-reel",最佳两本实景短片,A Crime Does Not Pay Subject: The Luckiest Guy in the World (1947),世上最幸运的人,0
1959,1947,19,"Best Short Subject, Two-reel",最佳两本实景短片,Queen,College,0
1960,1947,19,"Best Short Subject, Two-reel",最佳两本实景短片,and Yell,Hiss,0
1961,1947,19,"Best Short Subject, One-reel",最佳单本实景短片,Facing Your Danger,面对威胁,1
1962,1947,19,"Best Short Subject, One-reel",最佳单本实景短片,Horses,Golden,0
1963,1947,19,"Best Short Subject, One-reel",最佳单本实景短片,Champs,Dive-Hi,0
1964,1947,19,"Best Short Subject, One-reel",最佳单本实景短片,as a Fox,Smart,0
1965,1947,19,"Best Short Subject, One-reel",最佳单本实景短片,Cures,Sure,0
1966,1947,19,"Best Documentary, Short Subjects",最佳纪录短片,Seeds of Destiny,命运的种子,1
1967,1947,19,"Best Documentary, Short Subjects",最佳纪录短片,Power,Atomic,0
1968,1947,19,"Best Documentary, Short Subjects",最佳纪录短片,at the Zoo,Life,0
1969,1947,19,"Best Documentary, Short Subjects",最佳纪录短片,News Issue #37,Paramount,0
1970,1947,19,"Best Documentary, Short Subjects",最佳纪录短片,with the Devil,Traffic,0
1971,1948,20,Best Motion Picture of the Year,最佳影片,Gentleman's Agreement,君子协定,1
1972,1948,20,Best Motion Picture of the Year,最佳影片,Miracle on 34th Street,34街奇缘,0
1973,1948,20,Best Motion Picture of the Year,最佳影片,The Bishop's Wife,仁慈天使,0
1974,1948,20,Best Motion Picture of the Year,最佳影片,Crossfire,双雄斗智,0
1975,1948,20,Best Motion Picture of the Year,最佳影片,Great Expectations,远大前程,0
1976,1948,20,Best Achievement in Directing,最佳导演,Elia Kazan,伊利亚·卡赞,1
1977,1948,20,Best Achievement in Directing,最佳导演,George Cukor,乔治·库克,0
1978,1948,20,Best Achievement in Directing,最佳导演,Henry Koster,亨利·科斯特,0
1979,1948,20,Best Achievement in Directing,最佳导演,Edward Dmytryk,爱德华·迪麦特雷克,0
1980,1948,20,Best Achievement in Directing,最佳导演,David Lean,大卫·里恩,0
1981,1948,20,Best Performance by an Actor in a Leading Role,最佳男主角,Ronald Colman,罗纳德·考尔曼,1
1982,1948,20,Best Performance by an Actor in a Leading Role,最佳男主角,William Powell,威廉·鲍威尔,0
1983,1948,20,Best Performance by an Actor in a Leading Role,最佳男主角,Gregory Peck,格利高里·派克,0
1984,1948,20,Best Performance by an Actor in a Leading Role,最佳男主角,John Garfield,约翰·加菲尔德,0
1985,1948,20,Best Performance by an Actor in a Leading Role,最佳男主角,Michael Redgrave,迈克尔·雷德格瑞夫,0
1986,1948,20,Best Performance by an Actress in a Leading Role,最佳女主角,Loretta Young,洛丽泰·扬,1
1987,1948,20,Best Performance by an Actress in a Leading Role,最佳女主角,Susan Hayward,苏珊·海沃德,0
1988,1948,20,Best Performance by an Actress in a Leading Role,最佳女主角,Dorothy McGuire,多萝西·麦克吉尔,0
1989,1948,20,Best Performance by an Actress in a Leading Role,最佳女主角,Rosalind Russell,罗莎琳德·拉塞尔,0
1990,1948,20,Best Performance by an Actress in a Leading Role,最佳女主角,Joan Crawford,琼·克劳馥,0
1991,1948,20,Best Performance by an Actor in a Supporting Role,最佳男配角,Edmund Gwenn,埃德蒙·戈温,1
1992,1948,20,Best Performance by an Actor in a Supporting Role,最佳男配角,Charles Bickford,查尔斯·比克福德,0
1993,1948,20,Best Performance by an Actor in a Supporting Role,最佳男配角,Robert Ryan,罗伯特·瑞安,0
1994,1948,20,Best Performance by an Actor in a Supporting Role,最佳男配角,Thomas Gomez,托马斯·戈梅斯,0
1995,1948,20,Best Performance by an Actor in a Supporting Role,最佳男配角,Richard Widmark,理查德·威德马克,0
1996,1948,20,Best Performance by an Actress in a Supporting Role,最佳女配角,Celeste Holm,西莱斯特·霍姆,1
1997,1948,20,Best Performance by an Actress in a Supporting Role,最佳女配角,Anne Revere,安妮·里维尔,0
1998,1948,20,Best Performance by an Actress in a Supporting Role,最佳女配角,Ethel Barrymore,埃塞尔·巴里摩尔,0
1999,1948,20,Best Performance by an Actress in a Supporting Role,最佳女配角,Gloria Grahame,格洛丽亚·格雷厄姆,0
2000,1948,20,Best Performance by an Actress in a Supporting Role,最佳女配角,Marjorie Main,玛约瑞·曼恩,0
2001,1948,20,"Best Writing, Original Screenplay",最佳原创剧本,The Bachelor and the Bobby-Soxer,单身汉与时髦女郎,1
2002,1948,20,"Best Writing, Original Screenplay",最佳原创剧本,A Double Life,双重生活,0
2003,1948,20,"Best Writing, Original Screenplay",最佳原创剧本,Body and Soul,出卖灵肉的人,0
2004,1948,20,"Best Writing, Original Screenplay",最佳原创剧本,Monsieur Verdoux,凡尔杜先生,0
2005,1948,20,"Best Writing, Original Screenplay",最佳原创剧本,Sciuscià,擦鞋童,0
2006,1948,20,"Best Writing, Original Story",最佳原创故事,Miracle on 34th Street,34街奇缘,1
2007,1948,20,"Best Writing, Original Story",最佳原创故事,Smash-Up: The Story of a Woman,毁灭,0
2008,1948,20,"Best Writing, Original Story",最佳原创故事,Kiss of Death,死吻,0
2009,1948,20,"Best Writing, Original Story",最佳原创故事,It Happened on 5th Avenue,第五大道奇事,0
2010,1948,20,"Best Writing, Original Story",最佳原创故事,La cage aux rossignols,一笼夜莺,0
2011,1948,20,"Best Writing, Screenplay",最佳编剧,Miracle on 34th Street,34街奇缘,1
2012,1948,20,"Best Writing, Screenplay",最佳编剧,Gentleman's Agreement,君子协定,0
2013,1948,20,"Best Writing, Screenplay",最佳编剧,Boomerang!,作法自毙,0
2014,1948,20,"Best Writing, Screenplay",最佳编剧,Crossfire,双雄斗智,0
2015,1948,20,"Best Writing, Screenplay",最佳编剧,Great Expectations,远大前程,0
2016,1948,20,"Best Documentary, Features",最佳纪录长片,Design for Death,死亡设计,1
2017,1948,20,"Best Documentary, Features",最佳纪录长片,The World Is Rich,满世财富,0
2018,1948,20,"Best Documentary, Features",最佳纪录长片,Journey Into Medicine,医学旅行,0
2019,1948,20,"Best Cinematography, Color",彩色片最佳摄影,Black Narcissus,黑水仙,1
2020,1948,20,"Best Cinematography, Color",彩色片最佳摄影,Life with Father,天伦乐,0
2021,1948,20,"Best Cinematography, Color",彩色片最佳摄影,Mother Wore Tights,金缕霓裳,0
2022,1948,20,"Best Cinematography, Black-and-White",黑白片最佳摄影,Great Expectations,远大前程,1
2023,1948,20,"Best Cinematography, Black-and-White",黑白片最佳摄影,Green Dolphin Street,绿海豚街,0
2024,1948,20,"Best Cinematography, Black-and-White",黑白片最佳摄影,The Ghost and Mrs. Muir,幽灵与未亡人,0
2025,1948,20,Best Achievement in Film Editing,最佳剪辑,Body and Soul,出卖灵肉的人,1
2026,1948,20,Best Achievement in Film Editing,最佳剪辑,Green Dolphin Street,绿海豚街,0
2027,1948,20,Best Achievement in Film Editing,最佳剪辑,Gentleman's Agreement,君子协定,0
2028,1948,20,Best Achievement in Film Editing,最佳剪辑,The Bishop's Wife,仁慈天使,0
2029,1948,20,Best Achievement in Film Editing,最佳剪辑,Odd Man Out,虎胆忠魂,0
2030,1948,20,"Best Effects, Special Effects",最佳特效,Green Dolphin Street,绿海豚街,1
2031,1948,20,"Best Effects, Special Effects",最佳特效,Unconquered,血战保山河,0
2032,1948,20,"Best Sound, Recording",最佳录音,The Bishop's Wife,仁慈天使,1
2033,1948,20,"Best Sound, Recording",最佳录音,Green Dolphin Street,绿海豚街,0
2034,1948,20,"Best Sound, Recording",最佳录音,T-Men,T人,0
2035,1948,20,"Best Art Direction-Set Decoration, Black-and-White",黑白片最佳艺术指导和布景,Great Expectations,远大前程,1
2036,1948,20,"Best Art Direction-Set Decoration, Black-and-White",黑白片最佳艺术指导和布景,The Foxes of Harrow,朱门怨,0
2037,1948,20,"Best Art Direction-Set Decoration, Color",彩色片最佳艺术指导和布景,Black Narcissus,黑水仙,1
2038,1948,20,"Best Art Direction-Set Decoration, Color",彩色片最佳艺术指导和布景,Life with Father,天伦乐,0
2039,1948,20,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Mother Wore Tights,金缕霓裳,1
2040,1948,20,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,My Wild Irish Rose,万花迎春,0
2041,1948,20,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Song of the South,南方之歌,0
2042,1948,20,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Road to Rio,里约之路,0
2043,1948,20,"Best Music, Scoring of a Musical Picture",歌舞片最佳配乐,Fiesta,红袖倾城,0
2044,1948,20,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,A Double Life,双重生活,1
2045,1948,20,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Life with Father,天伦乐,0
2046,1948,20,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,The Bishop's Wife,仁慈天使,0
2047,1948,20,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Forever Amber,除却巫山不是云,0
2048,1948,20,"Best Music, Scoring of a Dramatic or Comedy Picture",剧情/喜剧片最佳配乐,Captain from Castile,长胜将军,0
2049,1948,20,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Song of the South,南方之歌,1
2050,1948,20,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Mother Wore Tights,金缕霓裳,0
2051,1948,20,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Perils of Pauline,宝莲历险记,0
2052,1948,20,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Good News,歌舞飞扬,0
2053,1948,20,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,"The Time, the Place and the Girl",佳人相约,0
2054,1948,20,"Best Short Film, Animated",最佳动画短片,Tweetie Pie,小鸟派,1
2055,1948,20,"Best Short Film, Animated",最佳动画短片,Dr. Jekyll and Mr. Mouse,强力乳液,0
2056,1948,20,"Best Short Film, Animated",最佳动画短片,Chip an' Dale,奇奇与蒂蒂,0
2057,1948,20,"Best Short Film, Animated",最佳动画短片,Pluto's Blue Note,布鲁托的蓝调,0
2058,1948,20,"Best Short Film, Animated",最佳动画短片,Tubby the Tuba,钝音大号,0
2059,1948,20,"Best Short Subject, Two-reel",最佳两本实景短片,Climbing the Matterhorn,攀登马特霍恩,1
2060,1948,20,"Best Short Subject, Two-reel",最佳两本实景短片,Voice Is Born,A,0
2061,1948,20,"Best Short Subject, Two-reel",最佳两本实景短片,for Two,Champagne,0
2062,1948,20,"Best Short Subject, Two-reel",最佳两本实景短片,of the Wild Stallions,Fight,0
2063,1948,20,"Best Short Subject, Two-reel",最佳两本实景短片,Us the Earth!,Give,0
2064,1948,20,"Best Short Subject, One-reel",最佳单本实景短片,"Goodbye, Miss Turlock",再见，特洛克小姐,1
2065,1948,20,"Best Short Subject, One-reel",最佳单本实景短片,You Want to Be in Pictures,So,0
2066,1948,20,"Best Short Subject, One-reel",最佳单本实景短片,U.S.A.,"Brooklyn,",0
2067,1948,20,"Best Short Subject, One-reel",最佳单本实景短片,Rockets,Moon,0
2068,1948,20,"Best Short Subject, One-reel",最佳单本实景短片,You See It,Now,0
2069,1948,20,"Best Documentary, Short Subjects",最佳纪录短片,First Steps,第一步,1
2070,1948,20,"Best Documentary, Short Subjects",最佳纪录短片,to Nowhere,Passport,0
2071,1948,20,"Best Documentary, Short Subjects",最佳纪录短片,in the Mailbox,School,0
2072,1949,21,Best Motion Picture of the Year,最佳影片,Hamlet,王子复仇记,1
2073,1949,21,Best Motion Picture of the Year,最佳影片,The Treasure of the Sierra Madre,碧血金沙,0
2074,1949,21,Best Motion Picture of the Year,最佳影片,The Red Shoes,红菱艳,0
2075,1949,21,Best Motion Picture of the Year,最佳影片,Johnny Belinda,心声泪影,0
2076,1949,21,Best Motion Picture of the Year,最佳影片,The Snake Pit,蛇穴,0
2077,1949,21,Best Achievement in Directing,最佳导演,John Huston,约翰·休斯顿,1
2078,1949,21,Best Achievement in Directing,最佳导演,Fred Zinnemann,弗雷德·金尼曼,0
2079,1949,21,Best Achievement in Directing,最佳导演,Laurence Olivier,劳伦斯·奥利弗,0
2080,1949,21,Best Achievement in Directing,最佳导演,Jean Negulesco,让·尼古拉斯科,0
2081,1949,21,Best Achievement in Directing,最佳导演,Anatole Litvak,安纳托尔·李维克,0
2082,1949,21,Best Performance by an Actor in a Leading Role,最佳男主角,Laurence Olivier,劳伦斯·奥利弗,1
2083,1949,21,Best Performance by an Actor in a Leading Role,最佳男主角,Montgomery Clift,蒙哥马利·克利夫特,0
2084,1949,21,Best Performance by an Actor in a Leading Role,最佳男主角,Clifton Webb,克利夫顿·韦伯,0
2085,1949,21,Best Performance by an Actor in a Leading Role,最佳男主角,Dan Dailey,丹·戴利,0
2086,1949,21,Best Performance by an Actor in a Leading Role,最佳男主角,Lew Ayres,刘·艾尔斯,0
2087,1949,21,Best Performance by an Actress in a Leading Role,最佳女主角,Jane Wyman,简·怀曼,1
2088,1949,21,Best Performance by an Actress in a Leading Role,最佳女主角,Barbara Stanwyck,芭芭拉·斯坦威克,0
2089,1949,21,Best Performance by an Actress in a Leading Role,最佳女主角,Irene Dunne,艾琳·邓恩,0
2090,1949,21,Best Performance by an Actress in a Leading Role,最佳女主角,Ingrid Bergman,英格丽·褒曼,0
2091,1949,21,Best Performance by an Actress in a Leading Role,最佳女主角,Olivia de Havilland,奥利维娅·德哈维兰,0
2092,1949,21,Best Performance by an Actor in a Supporting Role,最佳男配角,Walter Huston,沃尔特·休斯顿,1
2093,1949,21,Best Performance by an Actor in a Supporting Role,最佳男配角,Oskar Homolka,奥斯卡·霍莫尔卡,0
2094,1949,21,Best Performance by an Actor in a Supporting Role,最佳男配角,Charles Bickford,查尔斯·比克福德,0
2095,1949,21,Best Performance by an Actor in a Supporting Role,最佳男配角,José Ferrer,何塞·费勒,0
2096,1949,21,Best Performance by an Actor in a Supporting Role,最佳男配角,Cecil Kellaway,塞西尔·凯拉威,0
2097,1949,21,Best Performance by an Actress in a Supporting Role,最佳女配角,Claire Trevor,克莱尔·特雷弗,1
2098,1949,21,Best Performance by an Actress in a Supporting Role,最佳女配角,Jean Simmons,简·西蒙斯,0
2099,1949,21,Best Performance by an Actress in a Supporting Role,最佳女配角,Barbara Bel Geddes,芭芭拉·贝尔·戈迪斯,0
2100,1949,21,Best Performance by an Actress in a Supporting Role,最佳女配角,Ellen Corby,埃伦·科比,0
2101,1949,21,Best Performance by an Actress in a Supporting Role,最佳女配角,Agnes Moorehead,阿格妮丝·摩尔海德,0
2102,1949,21,"Best Writing, Screenplay",最佳编剧,The Treasure of the Sierra Madre,碧血金沙,1
2103,1949,21,"Best Writing, Screenplay",最佳编剧,The Search,乱世孤雏,0
2104,1949,21,"Best Writing, Screenplay",最佳编剧,A Foreign Affair,柏林艳史,0
2105,1949,21,"Best Writing, Screenplay",最佳编剧,Johnny Belinda,心声泪影,0
2106,1949,21,"Best Writing, Screenplay",最佳编剧,The Snake Pit,蛇穴,0
2107,1949,21,"Best Writing, Motion Picture Story",最佳电影故事,The Search,乱世孤雏,1
2108,1949,21,"Best Writing, Motion Picture Story",最佳电影故事,Red River,红河,0
2109,1949,21,"Best Writing, Motion Picture Story",最佳电影故事,The Red Shoes,红菱艳,0
2110,1949,21,"Best Writing, Motion Picture Story",最佳电影故事,The Naked City,不夜城,0
2111,1949,21,"Best Writing, Motion Picture Story",最佳电影故事,Louisiana Story,路易斯安那故事,0
2112,1949,21,"Best Documentary, Features",最佳纪录长片,The Secret Land,神密岛,1
2113,1949,21,"Best Documentary, Features",最佳纪录长片,The Quiet One,沉默的人,0
2114,1949,21,"Best Cinematography, Color",彩色片最佳摄影,Joan of Arc,圣女贞德,1
2115,1949,21,"Best Cinematography, Color",彩色片最佳摄影,Green Grass of Wyoming,怀俄明州的绿草,0
2116,1949,21,"Best Cinematography, Color",彩色片最佳摄影,The Loves of Carmen,卡门,0
2117,1949,21,"Best Cinematography, Color",彩色片最佳摄影,The Three Musketeers,三剑客,0
2118,1949,21,"Best Cinematography, Black-and-White",黑白片最佳摄影,The Naked City,不夜城,1
2119,1949,21,"Best Cinematography, Black-and-White",黑白片最佳摄影,Portrait of Jennie,珍妮的画像,0
2120,1949,21,"Best Cinematography, Black-and-White",黑白片最佳摄影,I Remember Mama,慈母泪,0
2121,1949,21,"Best Cinematography, Black-and-White",黑白片最佳摄影,A Foreign Affair,柏林艳史,0
2122,1949,21,"Best Cinematography, Black-and-White",黑白片最佳摄影,Johnny Belinda,心声泪影,0
2123,1949,21,Best Achievement in Film Editing,最佳剪辑,The Naked City,不夜城,1
2124,1949,21,Best Achievement in Film Editing,最佳剪辑,Red River,红河,0
2125,1949,21,Best Achievement in Film Editing,最佳剪辑,The Red Shoes,红菱艳,0
2126,1949,21,Best Achievement in Film Editing,最佳剪辑,Johnny Belinda,心声泪影,0
2127,1949,21,Best Achievement in Film Editing,最佳剪辑,Joan of Arc,圣女贞德,0
2128,1949,21,"Best Effects, Special Effects",最佳特效,Portrait of Jennie,珍妮的画像,1
2129,1949,21,"Best Effects, Special Effects",最佳特效,Deep Waters,潜流,0
2130,1949,21,"Best Sound, Recording",最佳录音,The Snake Pit,蛇穴,1
2131,1949,21,"Best Sound, Recording",最佳录音,Johnny Belinda,心声泪影,0
